Date,PTBL3.SA
2015-08-24,1.8553895950317383
2015-08-25,1.8702921867370605
2015-08-26,1.8926461935043335
2015-08-27,1.9150002002716064
2015-08-28,1.7957786321640015
2015-08-31,1.7734246253967285
2015-09-01,1.7659730911254883
2015-09-02,1.7957786321640015
2015-09-03,1.7585217952728271
2015-09-04,1.7585217952728271
2015-09-08,1.9597086906433105
2015-09-09,1.9150002002716064
2015-09-10,1.8330357074737549
2015-09-11,1.8628406524658203
2015-09-14,1.840487003326416
2015-09-15,1.825584053993225
2015-09-16,1.8553895950317383
2015-09-17,1.825584053993225
2015-09-18,1.7510707378387451
2015-09-21,1.8106815814971924
2015-09-22,1.8106815814971924
2015-09-23,1.7659730911254883
2015-09-24,1.7585217952728271
2015-09-25,1.7361677885055542
2015-09-28,1.7287161350250244
2015-09-29,1.7734246253967285
2015-09-30,1.7287161350250244
2015-10-01,1.7212649583816528
2015-10-02,1.937354326248169
2015-10-05,1.7957786321640015
2015-10-06,1.7808758020401
2015-10-07,1.818132758140564
2015-10-08,1.7808758020401
2015-10-09,1.825584053993225
2015-10-13,1.803229808807373
2015-10-14,1.7883272171020508
2015-10-15,1.7808758020401
2015-10-16,1.7361677885055542
2015-10-19,1.7138136625289917
2015-10-20,1.6840081214904785
2015-10-21,1.7138136625289917
2015-10-22,1.6691054105758667
2015-10-23,1.6243973970413208
2015-10-26,1.587140440940857
2015-10-27,1.5573351383209229
2015-10-28,1.5796890258789062
2015-10-29,1.594591736793518
2015-10-30,1.594591736793518
2015-11-03,1.6094943284988403
2015-11-04,1.594591736793518
2015-11-05,1.7361677885055542
2015-11-06,1.7883272171020508
2015-11-09,1.825584053993225
2015-11-10,1.7138136625289917
2015-11-11,1.7138136625289917
2015-11-12,1.7063621282577515
2015-11-13,1.6840081214904785
2015-11-16,1.6989108324050903
2015-11-17,1.6914595365524292
2015-11-18,1.6840081214904785
2015-11-19,1.7063621282577515
2015-11-23,1.6914595365524292
2015-11-24,1.6616538763046265
2015-11-25,1.6989108324050903
2015-11-26,1.7138136625289917
2015-11-27,1.6542026996612549
2015-11-30,1.6169459819793701
2015-12-01,1.5796890258789062
2015-12-02,1.542432188987732
2015-12-03,1.542432188987732
2015-12-04,1.5126267671585083
2015-12-07,1.542432188987732
2015-12-08,1.564786434173584
2015-12-09,1.5349806547164917
2015-12-10,1.594591736793518
2015-12-11,1.594591736793518
2015-12-14,1.542432188987732
2015-12-15,1.542432188987732
2015-12-16,1.5200780630111694
2015-12-17,1.564786434173584
2015-12-18,1.564786434173584
2015-12-21,1.5200780630111694
2015-12-22,1.4604673385620117
2015-12-23,1.5200780630111694
2015-12-28,1.5126267671585083
2015-12-29,1.4828213453292847
2015-12-30,1.5349806547164917
2016-01-04,1.4381130933761597
2016-01-05,1.4530158042907715
2016-01-06,1.4455646276474
2016-01-07,1.4232105016708374
2016-01-08,1.4232105016708374
2016-01-11,1.4530158042907715
2016-01-12,1.4157589673995972
2016-01-13,1.400856375694275
2016-01-14,1.35614812374115
2016-01-15,1.341245412826538
2016-01-18,1.3337938785552979
2016-01-19,1.326343059539795
2016-01-20,1.3337938785552979
2016-01-21,1.289085865020752
2016-01-22,1.2667319774627686
2016-01-26,1.251828908920288
2016-01-27,1.2592804431915283
2016-01-28,1.2667319774627686
2016-01-29,1.2965370416641235
2016-02-01,1.3039885759353638
2016-02-02,1.3188914060592651
2016-02-03,1.341245412826538
2016-02-04,1.326343059539795
2016-02-05,1.35614812374115
2016-02-10,1.3337938785552979
2016-02-11,1.2965370416641235
2016-02-12,1.2965370416641235
2016-02-15,1.3039885759353638
2016-02-16,1.3859537839889526
2016-02-17,1.3859537839889526
2016-02-18,1.408307671546936
2016-02-19,1.3785022497177124
2016-02-22,1.3635995388031006
2016-02-23,1.326343059539795
2016-02-24,1.3039885759353638
2016-02-25,1.326343059539795
2016-02-26,1.35614812374115
2016-02-29,1.3785022497177124
2016-03-01,1.400856375694275
2016-03-02,1.4828213453292847
