Date,NIFTYBEES.NS
2015-08-03,86.63500213623047
2015-08-04,86.302001953125
2015-08-05,86.71299743652344
2015-08-06,87.0009994506836
2015-08-07,86.71199798583984
2015-08-10,86.24400329589844
2015-08-11,85.73400115966797
2015-08-12,84.64600372314453
2015-08-13,84.65599822998047
2015-08-14,86.2020034790039
2015-08-17,85.50399780273438
2015-08-18,85.46499633789062
2015-08-19,85.677001953125
2015-08-20,84.52200317382812
2015-08-21,84.18499755859375
2015-08-24,79.33999633789062
2015-08-25,79.9260025024414
2015-08-26,79.0
2015-08-27,80.56500244140625
2015-08-28,81.08100128173828
2015-08-31,80.85900115966797
2015-09-01,79.07499694824219
2015-09-02,78.31999969482422
2015-09-03,79.38300323486328
2015-09-04,77.80799865722656
2015-09-07,76.66899871826172
2015-09-08,77.95099639892578
2015-09-09,78.97699737548828
2015-09-10,79.01300048828125
2015-09-11,78.97200012207031
2015-09-14,79.54399871826172
2015-09-15,79.14199829101562
2015-09-16,79.79499816894531
2015-09-18,80.53700256347656
2015-09-21,80.51300048828125
2015-09-22,78.69999694824219
2015-09-23,79.11399841308594
2015-09-24,80.12699890136719
2015-09-28,78.80599975585938
2015-09-29,79.1510009765625
2015-09-30,80.1989974975586
2015-10-01,80.29399871826172
2015-10-05,81.87300109863281
2015-10-06,82.18199920654297
2015-10-07,82.46800231933594
2015-10-08,82.05000305175781
2015-10-09,82.59100341796875
2015-10-12,82.14099884033203
2015-10-13,81.99299621582031
2015-10-14,81.8479995727539
2015-10-15,82.52400207519531
2015-10-16,83.14099884033203
2015-10-19,83.49400329589844
2015-10-20,83.3949966430664
2015-10-21,83.33799743652344
2015-10-23,83.74299621582031
2015-10-26,83.41999816894531
2015-10-27,83.16100311279297
2015-10-28,82.71099853515625
2015-10-29,82.33999633789062
2015-10-30,81.86100006103516
2015-11-02,81.65299987792969
2015-11-03,81.80899810791016
2015-11-04,81.57499694824219
2015-11-05,80.78700256347656
2015-11-06,80.54499816894531
2015-11-09,80.31199645996094
2015-11-10,79.08499908447266
2015-11-13,78.73300170898438
2015-11-16,79.22000122070312
2015-11-17,79.42900085449219
2015-11-18,78.4749984741211
2015-11-19,79.56900024414062
2015-11-20,79.5
2015-11-23,79.59600067138672
2015-11-24,79.11499786376953
2015-11-26,79.802001953125
2015-11-27,80.24099731445312
2015-11-30,80.33100128173828
2015-12-01,80.39299774169922
2015-12-02,80.17400360107422
2015-12-03,79.48799896240234
2015-12-04,78.92500305175781
2015-12-07,78.75
2015-12-08,78.10299682617188
2015-12-09,77.6969985961914
2015-12-10,77.88600158691406
2015-12-11,77.08999633789062
2015-12-14,77.22799682617188
2015-12-15,77.7509994506836
2015-12-16,78.24400329589844
2015-12-17,79.28700256347656
2015-12-18,78.74700164794922
2015-12-21,79.19999694824219
2015-12-22,78.81500244140625
2015-12-23,79.37100219726562
2015-12-24,79.61499786376953
2015-12-28,79.99800109863281
2015-12-29,80.12999725341797
2015-12-30,79.79900360107422
2015-12-31,80.3010025024414
2016-01-01,80.50599670410156
2016-01-04,79.03099822998047
2016-01-05,78.98100280761719
2016-01-06,78.51599884033203
2016-01-07,76.89199829101562
2016-01-08,77.06300354003906
2016-01-11,76.6719970703125
2016-01-12,76.197998046875
2016-01-13,76.62699890136719
2016-01-14,76.21700286865234
2016-01-15,75.50599670410156
2016-01-18,74.56500244140625
2016-01-19,75.21099853515625
2016-01-20,74.00199890136719
2016-01-21,73.79299926757812
2016-01-22,75.30599975585938
2016-01-25,75.41899871826172
2016-01-27,75.26499938964844
2016-01-28,75.05400085449219
2016-01-29,76.22899627685547
2016-02-01,76.41400146484375
2016-02-02,75.59600067138672
2016-02-03,74.3550033569336
2016-02-04,74.75900268554688
2016-02-05,75.61599731445312
2016-02-08,74.68699645996094
2016-02-09,73.68399810791016
2016-02-10,73.1729965209961
2016-02-11,70.83999633789062
2016-02-12,70.77300262451172
2016-02-15,72.3270034790039
2016-02-16,71.39700317382812
2016-02-17,71.8479995727539
2016-02-18,72.63999938964844
2016-02-19,72.81800079345703
2016-02-22,73.0979995727539
2016-02-23,71.91000366210938
2016-02-24,71.27300262451172
2016-02-25,70.73200225830078
2016-02-26,71.31500244140625
