Date,ENG.MC
2015-08-24,11.402946472167969
2015-08-25,11.840494155883789
2015-08-26,11.665474891662598
2015-08-27,11.940155982971191
2015-08-28,11.983911514282227
2015-08-31,11.872092247009277
2015-09-01,11.735966682434082
2015-09-02,11.816184997558594
2015-09-03,11.876956939697266
2015-09-04,11.709228515625
2015-09-07,11.79430866241455
2015-09-08,12.086007118225098
2015-09-09,12.3679780960083
2015-09-10,12.27561092376709
2015-09-11,12.209976196289062
2015-09-14,12.173513412475586
2015-09-15,12.209976196289062
2015-09-16,12.455489158630371
2015-09-17,12.474933624267578
2015-09-18,12.46035099029541
2015-09-21,12.3679780960083
2015-09-22,12.039816856384277
2015-09-23,11.976616859436035
2015-09-24,12.00335693359375
2015-09-25,12.41173267364502
2015-09-28,12.314501762390137
2015-09-29,12.175946235656738
2015-09-30,12.455489158630371
2015-10-01,12.455489158630371
2015-10-02,12.557583808898926
2015-10-05,12.72044563293457
2015-10-06,12.771493911743164
2015-10-07,12.783647537231445
2015-10-08,12.859004974365234
2015-10-09,12.837128639221191
2015-10-12,12.820108413696289
2015-10-13,12.795801162719727
2015-10-14,12.88574504852295
2015-10-15,12.980544090270996
2015-10-16,13.01214599609375
2015-10-19,13.00971508026123
2015-10-20,13.019434928894043
2015-10-21,13.177441596984863
2015-10-22,13.398643493652344
2015-10-23,13.367048263549805
2015-10-26,13.420517921447754
2015-10-27,13.340306282043457
2015-10-28,13.381628036499023
2015-10-29,13.33057975769043
2015-10-30,13.396209716796875
2015-11-02,13.422951698303223
2015-11-03,13.384060859680176
2015-11-04,13.325719833374023
2015-11-05,13.520184516906738
2015-11-06,13.306272506713867
2015-11-09,13.085070610046387
2015-11-10,13.196885108947754
2015-11-11,13.148270606994629
2015-11-12,13.087503433227539
2015-11-13,13.170146942138672
2015-11-16,13.255226135253906
2015-11-17,13.49830436706543
2015-11-18,13.46428108215332
2015-11-19,13.53233814239502
2015-11-20,13.58095645904541
2015-11-23,13.534768104553223
2015-11-24,13.374337196350098
2015-11-25,13.707358360290527
2015-11-26,13.746251106262207
2015-11-27,13.82160758972168
2015-11-30,13.71465015411377
2015-12-01,13.709787368774414
2015-12-02,13.700064659118652
2015-12-03,13.476430892944336
2015-12-04,13.488585472106934
2015-12-07,13.5299072265625
2015-12-08,13.308704376220703
2015-12-09,13.342738151550293
2015-12-10,13.250364303588867
2015-12-11,13.29411792755127
2015-12-14,13.238211631774902
2015-12-15,13.461848258972168
2015-12-16,13.566374778747559
2015-12-17,13.510869979858398
2015-12-18,13.198681831359863
2015-12-21,12.670930862426758
2015-12-22,12.537134170532227
2015-12-23,12.797293663024902
2015-12-24,12.819594383239746
2015-12-28,12.804726600646973
2015-12-29,13.116915702819824
2015-12-30,13.040108680725098
2015-12-31,12.884013175964355
2016-01-04,12.757648468017578
2016-01-05,12.859235763549805
2016-01-06,12.792338371276855
2016-01-07,12.68332290649414
2016-01-08,12.755172729492188
2016-01-11,12.819594383239746
2016-01-12,12.933565139770508
2016-01-13,12.89392375946045
2016-01-14,12.693230628967285
2016-01-15,12.475193977355957
2016-01-18,12.472715377807617
2016-01-19,12.814640998840332
2016-01-20,12.519793510437012
2016-01-21,12.45537281036377
2016-01-22,12.757648468017578
2016-01-25,12.784906387329102
2016-01-26,12.856759071350098
2016-01-27,13.037631034851074
2016-01-28,13.08718204498291
2016-01-29,13.2308931350708
2016-02-01,13.354774475097656
2016-02-02,13.354774475097656
2016-02-03,13.233367919921875
2016-02-04,13.159035682678223
2016-02-05,12.975687980651855
2016-02-08,12.740307807922363
2016-02-09,12.710572242736816
2016-02-10,12.695708274841309
2016-02-11,12.395905494689941
2016-02-12,12.267065048217773
2016-02-15,12.631288528442383
2016-02-16,12.584214210510254
2016-02-17,12.395905494689941
2016-02-18,12.589165687561035
2016-02-19,12.589165687561035
2016-02-22,12.725439071655273
2016-02-23,12.499969482421875
2016-02-24,12.319098472595215
2016-02-25,12.618903160095215
2016-02-26,12.757648468017578
2016-02-29,12.866667747497559
2016-03-01,12.963298797607422
2016-03-02,12.767560005187988
2016-03-03,12.710572242736816
2016-03-04,12.636242866516113
2016-03-07,12.618903160095215
2016-03-08,12.509881019592285
2016-03-09,12.636242866516113
2016-03-10,12.727920532226562
2016-03-11,12.963298797607422
2016-03-14,13.094618797302246
2016-03-15,12.975687980651855
2016-03-16,12.936044692993164
2016-03-17,12.901357650756836
2016-03-18,13.064888954162598
2016-03-21,13.203635215759277
2016-03-22,13.163992881774902
2016-03-23,13.206114768981934
2016-03-24,13.149126052856445
2016-03-29,13.307699203491211
2016-03-30,13.30274486541748
2016-03-31,13.089659690856934
2016-04-01,12.98559856414795
2016-04-04,13.007899284362793
2016-04-05,12.98559856414795
2016-04-06,13.144174575805664
2016-04-07,13.151606559753418
2016-04-08,13.312652587890625
2016-04-11,13.344864845275879
2016-04-12,13.45635986328125
2016-04-13,13.429106712341309
2016-04-14,13.448925971984863
2016-04-15,13.35973072052002
2016-04-18,13.394417762756348
2016-04-19,13.520781517028809
2016-04-20,13.55299186706543
2016-04-21,13.176383018493652
2016-04-22,13.102048873901367
2016-04-25,13.09213924407959
2016-04-26,13.072319984436035
2016-04-27,13.111957550048828
2016-04-28,13.166472434997559
2016-04-29,13.183815956115723
2016-05-02,13.183815956115723
2016-05-03,13.161514282226562
2016-05-04,13.1144380569458
2016-05-05,13.188769340515137
2016-05-06,13.183815956115723
2016-05-09,13.213545799255371
2016-05-10,13.297788619995117
2016-05-11,13.040108680725098
2016-05-12,13.173903465270996
2016-05-13,13.325041770935059
2016-05-16,13.191247940063477
2016-05-17,13.168949127197266
2016-05-18,13.136736869812012
2016-05-19,13.01533031463623
2016-05-20,13.28539752960205
2016-05-23,13.287877082824707
2016-05-24,13.441490173339844
2016-05-25,13.377074241638184
