Date,PRNR3.SA
2020-02-17,12.666267395019531
2020-02-18,13.913990020751953
2020-02-19,13.138890266418457
2020-02-20,13.800559997558594
2020-02-21,14.150300979614258
2020-02-26,13.22396183013916
2020-02-27,13.507534980773926
2020-02-28,13.044364929199219
2020-03-02,13.394104957580566
2020-03-03,13.772202491760254
2020-03-04,13.516987800598145
2020-03-05,12.666267395019531
2020-03-06,12.760791778564453
2020-03-09,11.153878211975098
2020-03-10,12.666267395019531
2020-03-11,13.044364929199219
2020-03-12,11.342926025390625
2020-03-13,11.81554889678955
2020-03-16,10.161372184753418
2020-03-17,9.65093994140625
2020-03-18,8.516648292541504
2020-03-19,9.452438354492188
2020-03-20,9.925060272216797
2020-03-23,8.648981094360352
2020-03-24,8.223621368408203
2020-03-25,7.9400482177734375
2020-03-26,8.828577041625977
2020-03-27,9.055435180664062
2020-03-30,8.223621368408203
2020-03-31,7.609212875366211
2020-04-01,7.372901916503906
2020-04-02,7.13659143447876
2020-04-03,7.457973957061768
2020-04-06,7.9400482177734375
2020-04-07,7.9400482177734375
2020-04-08,7.902237892150879
2020-04-09,8.365407943725586
2020-04-13,8.03457260131836
2020-04-14,7.694285869598389
2020-04-15,7.56195068359375
2020-04-16,7.514688968658447
2020-04-17,7.4390692710876465
2020-04-20,7.609212875366211
2020-04-22,7.9400482177734375
2020-04-23,8.308693885803223
2020-04-24,7.65647554397583
2020-04-27,7.533593654632568
2020-04-28,7.59976053237915
2020-04-29,7.694285869598389
2020-04-30,7.65647554397583
2020-05-04,7.5524983406066895
2020-05-05,7.524141788482666
2020-05-06,7.212210655212402
2020-05-07,7.089329242706299
2020-05-08,7.505236625671387
2020-05-11,6.947542667388916
2020-05-12,6.758493900299072
2020-05-13,6.427658557891846
2020-05-14,6.266967296600342
2020-05-15,6.219704627990723
2020-05-18,6.418205738067627
2020-05-19,6.427658557891846
2020-05-20,6.380395889282227
2020-05-21,6.370943546295166
2020-05-22,6.541087627410889
2020-05-25,7.240567684173584
2020-05-26,7.505236625671387
2020-05-27,7.65647554397583
2020-05-28,7.883333683013916
2020-05-29,8.601719856262207
2020-06-01,8.573362350463867
2020-06-02,9.168865203857422
2020-06-03,9.168865203857422
2020-06-04,9.320103645324707
2020-06-05,9.754916191101074
2020-06-08,9.934514045715332
2020-06-09,10.06684684753418
2020-06-10,10.322063446044922
2020-06-12,10.322063446044922
2020-06-15,9.452438354492188
2020-06-16,9.509153366088867
2020-06-17,9.49024772644043
2020-06-18,9.339010238647461
2020-06-19,9.367366790771484
2020-06-22,9.310652732849121
2020-06-23,9.405176162719727
2020-06-24,8.960911750793457
2020-06-25,9.0743408203125
2020-06-26,8.885292053222656
2020-06-29,9.291747093200684
2020-06-30,9.168865203857422
2020-07-01,9.424080848693848
2020-07-02,9.499701499938965
2020-07-03,9.537510871887207
2020-07-06,10.25589656829834
2020-07-07,10.076300621032715
2020-07-08,10.652899742126465
2020-07-09,10.426040649414062
2020-07-10,10.605636596679688
2020-07-13,10.539468765258789
2020-07-14,11.04990005493164
2020-07-15,10.964828491210938
2020-07-16,10.832494735717773
2020-07-17,10.908113479614258
2020-07-20,10.58673095703125
2020-07-21,11.059353828430176
2020-07-22,11.2389497756958
2020-07-23,10.77578067779541
2020-07-24,10.312610626220703
2020-07-27,10.236990928649902
2020-07-28,9.972323417663574
2020-07-29,10.095205307006836
2020-07-30,9.981775283813477
2020-07-31,10.388229370117188
2020-08-03,10.029037475585938
2020-08-04,9.707655906677246
2020-08-05,10.397683143615723
2020-08-06,10.085752487182617
2020-08-07,9.73601245880127
2020-08-10,9.414628982543945
2020-08-11,9.509153366088867
2020-08-12,9.329557418823242
