Date,SAMI.BA
2015-08-24,37.64204025268555
2015-08-25,37.49305725097656
2015-08-26,38.635231018066406
2015-08-27,39.231143951416016
2015-08-28,39.52910232543945
2015-08-31,39.231143951416016
2015-09-01,39.231143951416016
2015-09-02,39.231143951416016
2015-09-03,39.62842559814453
2015-09-04,39.9263801574707
2015-09-07,40.22433853149414
2015-09-08,41.217533111572266
2015-09-09,41.71413040161133
2015-09-10,40.91957473754883
2015-09-11,41.614810943603516
2015-09-14,41.71413040161133
2015-09-15,41.217533111572266
2015-09-16,39.429786682128906
2015-09-17,41.217533111572266
2015-09-18,40.37331771850586
2015-09-21,40.22433853149414
2015-09-22,38.933189392089844
2015-09-23,38.43659210205078
2015-09-24,37.741355895996094
2015-09-25,39.131832122802734
2015-09-28,38.73454666137695
2015-09-29,39.727745056152344
2015-09-30,40.02570343017578
2015-10-01,39.727745056152344
2015-10-02,41.71413040161133
2015-10-05,42.70732498168945
2015-10-06,42.70732498168945
2015-10-07,42.70732498168945
2015-10-08,42.70732498168945
2015-10-09,42.70732498168945
2015-10-13,41.71413040161133
2015-10-14,41.217533111572266
2015-10-15,42.21072769165039
2015-10-16,41.71413040161133
2015-10-19,42.70732498168945
2015-10-20,43.1046028137207
2015-10-21,41.81344985961914
2015-10-22,42.806640625
2015-10-23,42.70732498168945
2015-10-26,44.69371032714844
2015-10-27,44.69371032714844
2015-10-28,44.69371032714844
2015-10-29,44.19711685180664
2015-10-30,43.99847412109375
2015-11-02,44.69371032714844
2015-11-03,44.69371032714844
2015-11-04,44.69371032714844
2015-11-05,44.69371032714844
2015-11-09,44.69371032714844
2015-11-10,44.69371032714844
2015-11-11,48.76580047607422
2015-11-12,50.10661697387695
2015-11-13,49.1630859375
2015-11-16,49.560359954833984
2015-11-17,47.67329025268555
2015-11-18,44.942012786865234
2015-11-19,44.69371032714844
2015-11-20,46.580780029296875
2015-11-24,46.68009567260742
2015-11-25,46.18349838256836
2015-11-26,47.67329025268555
2015-11-27,47.67329025268555
2015-11-30,47.176692962646484
2015-12-01,46.18349838256836
2015-12-02,45.68690490722656
2015-12-03,45.68690490722656
2015-12-04,50.65287399291992
2015-12-09,53.63245391845703
2015-12-10,54.129051208496094
2015-12-11,52.53994369506836
2015-12-14,52.241981506347656
2015-12-15,51.24878692626953
2015-12-16,49.6596794128418
2015-12-17,49.6596794128418
2015-12-18,47.424991607666016
2015-12-21,46.18349838256836
2015-12-22,46.729759216308594
2015-12-23,49.6596794128418
2015-12-28,48.86512756347656
2015-12-29,48.169891357421875
2015-12-30,48.169891357421875
2016-01-04,47.47465515136719
2016-01-05,47.37533187866211
2016-01-06,47.176692962646484
2016-01-07,47.37533187866211
2016-01-08,47.573974609375
2016-01-11,46.68009567260742
2016-01-12,44.79302978515625
2016-01-13,41.217533111572266
2016-01-14,40.7209358215332
2016-01-15,37.741355895996094
2016-01-18,36.748165130615234
2016-01-19,36.35088348388672
2016-01-20,34.76177215576172
2016-01-21,34.76177215576172
2016-01-22,36.69850158691406
2016-01-25,36.49986267089844
2016-01-26,37.741355895996094
2016-01-27,38.08897399902344
2016-01-28,37.741355895996094
2016-01-29,38.73454666137695
2016-02-01,39.33046340942383
2016-02-02,39.62842559814453
2016-02-03,39.52910232543945
2016-02-04,40.125022888183594
2016-02-05,42.70732498168945
2016-02-10,44.048133850097656
2016-02-11,45.984859466552734
2016-02-12,49.61001968383789
2016-02-15,51.64606475830078
2016-02-16,51.64606475830078
2016-02-17,52.53994369506836
2016-02-18,52.0433464050293
2016-02-19,51.64606475830078
2016-02-22,52.0433464050293
2016-02-23,53.23517608642578
2016-02-24,54.07939529418945
2016-02-25,56.46305465698242
2016-02-26,58.598419189453125
2016-02-29,57.1086311340332
2016-03-01,57.30727005004883
2016-03-02,56.810672760009766
2016-03-03,55.51952362060547
2016-03-04,55.618839263916016
2016-03-07,54.526329040527344
2016-03-08,57.1086311340332
2016-03-09,59.988895416259766
2016-03-10,62.47187423706055
2016-03-11,62.9188117980957
2016-03-14,61.67732238769531
2016-03-15,60.58481216430664
2016-03-16,60.48549270629883
2016-03-17,60.58481216430664
2016-03-18,61.0814094543457
2016-03-21,62.07460021972656
2016-03-22,65.05418395996094
2016-03-23,61.776641845703125
2016-03-28,60.982086181640625
2016-03-29,61.5780029296875
2016-03-30,61.47868347167969
2016-03-31,60.93242645263672
2016-04-01,61.03174591064453
2016-04-04,60.58481216430664
2016-04-05,59.54195785522461
2016-04-06,57.1086311340332
2016-04-07,54.625648498535156
2016-04-08,56.612037658691406
2016-04-11,57.90318298339844
2016-04-12,59.49229431152344
2016-04-13,60.58481216430664
2016-04-14,59.09501647949219
2016-04-15,60.58481216430664
2016-04-18,61.5780029296875
2016-04-19,64.25962829589844
2016-04-20,64.9548568725586
2016-04-21,65.15349578857422
2016-04-22,64.55758666992188
2016-04-25,63.06779098510742
2016-04-26,67.56678009033203
2016-04-27,70.89789581298828
2016-04-28,70.74873352050781
2016-04-29,71.24591827392578
2016-05-02,71.34535217285156
2016-05-03,69.60521697998047
2016-05-04,71.146484375
2016-05-05,72.58830261230469
2016-05-06,73.5826644897461
2016-05-09,72.1408462524414
2016-05-10,71.09676361083984
2016-05-11,70.05268096923828
2016-05-12,67.11931610107422
2016-05-13,67.46733856201172
2016-05-16,67.61650085449219
2016-05-17,65.62777709960938
2016-05-18,63.63905715942383
2016-05-19,65.62777709960938
2016-05-20,67.71593475341797
2016-05-23,66.82100677490234
2016-05-24,66.62213897705078
2016-05-26,68.4119873046875
2016-05-27,69.85380554199219
2016-05-30,70.00296783447266
2016-05-31,69.50578308105469
2016-06-01,69.10803985595703
2016-06-02,68.61085510253906
2016-06-03,68.11367797851562
2016-06-06,68.56114196777344
2016-06-07,68.4119873046875
2016-06-08,68.11367797851562
2016-06-09,71.04703521728516
2016-06-10,72.09112548828125
2016-06-13,71.59394073486328
2016-06-14,71.54421997070312
2016-06-15,69.90353393554688
2016-06-16,68.36226654052734
2016-06-21,68.61085510253906
2016-06-22,68.61085510253906
2016-06-23,71.29562377929688
2016-06-24,69.55549621582031
2016-06-27,69.55549621582031
2016-06-28,71.04703521728516
2016-06-29,75.4719467163086
2016-06-30,79.99627685546875
2016-07-01,81.53754425048828
2016-07-04,84.02344512939453
2016-07-05,81.53754425048828
2016-07-06,82.03472137451172
2016-07-07,84.52062225341797
2016-07-11,90.48678588867188
2016-07-12,93.0721206665039
2016-07-13,95.45858001708984
2016-07-14,99.43602752685547
2016-07-15,99.83377838134766
2016-07-18,98.5908203125
2016-07-19,97.44731140136719
2016-07-20,94.51395416259766
2016-07-21,90.93424987792969
2016-07-22,93.27099609375
2016-07-25,96.45294952392578
2016-07-26,98.4416732788086
2016-07-27,99.2371597290039
2016-07-28,96.25408172607422
2016-07-29,94.86196899414062
2016-08-01,93.37042999267578
2016-08-02,92.77381134033203
2016-08-03,93.17155456542969
2016-08-04,94.41450500488281
2016-08-05,93.0721206665039
2016-08-08,95.3591537475586
2016-08-09,96.4032211303711
2016-08-10,98.93885040283203
2016-08-11,100.132080078125
2016-08-12,102.51854705810547
2016-08-16,102.91629028320312
2016-08-17,103.31403350830078
2016-08-18,103.11515808105469
2016-08-19,103.11515808105469
2016-08-22,105.00444793701172
2016-08-23,111.36834716796875
2016-08-24,112.26327514648438
2016-08-25,119.0249252319336
2016-08-26,122.00800323486328
2016-08-29,120.9142074584961
2016-08-30,117.63282012939453
2016-08-31,114.35143280029297
2016-09-01,116.83733367919922
2016-09-02,120.71533966064453
2016-09-05,122.30632019042969
2016-09-06,119.32323455810547
2016-09-07,118.32887268066406
2016-09-08,117.9311294555664
2016-09-09,117.03620147705078
2016-09-12,115.84297180175781
2016-09-13,112.31298828125
2016-09-14,116.63846588134766
2016-09-15,116.936767578125
2016-09-16,117.83169555664062
2016-09-19,120.76505279541016
2016-09-20,122.1074447631836
2016-09-21,128.0736083984375
2016-09-22,132.74710083007812
2016-09-23,133.741455078125
2016-09-26,132.49850463867188
2016-09-27,129.5651397705078
2016-09-28,127.7752914428711
2016-09-29,126.28375244140625
2016-09-30,124.49390411376953
2016-10-03,126.28375244140625
2016-10-04,124.7922134399414
2016-10-05,124.29503631591797
2016-10-06,125.28939819335938
2016-10-07,125.28939819335938
2016-10-11,125.73685455322266
2016-10-12,124.54362487792969
2016-10-13,124.29503631591797
2016-10-14,124.29503631591797
2016-10-17,123.9967269897461
2016-10-18,123.15151977539062
2016-10-19,120.76505279541016
2016-10-20,123.30067443847656
2016-10-21,123.79785919189453
2016-10-24,122.1074447631836
2016-10-25,118.32887268066406
2016-10-26,114.94804382324219
2016-10-27,121.31195831298828
2016-10-28,122.30632019042969
2016-10-31,123.30067443847656
2016-11-01,118.8260498046875
2016-11-02,118.8260498046875
2016-11-03,116.34015655517578
2016-11-04,116.24072265625
