Date,GRAMONC1.LM
2015-08-24,2.6207680702209473
2015-08-25,2.630547523498535
2015-08-26,2.689220428466797
2015-08-27,2.8359057903289795
2015-08-28,2.8359057903289795
2015-08-31,2.7381162643432617
2015-09-01,2.7381162643432617
2015-09-02,2.7381162643432617
2015-09-03,2.7381162643432617
2015-09-04,2.6403257846832275
2015-09-08,2.6403257846832275
2015-09-09,2.6403257846832275
2015-09-10,2.6403257846832275
2015-09-11,2.6403257846832275
2015-09-14,2.6403257846832275
2015-09-15,2.6403257846832275
2015-09-16,2.6403257846832275
2015-09-17,2.5816519260406494
2015-09-18,2.5131993293762207
2015-09-21,2.4740829467773438
2015-09-22,2.4643046855926514
2015-09-23,2.4643046855926514
2015-09-24,2.4643046855926514
2015-09-25,2.4740829467773438
2015-09-28,2.4740829467773438
2015-09-29,2.3273985385894775
2015-09-30,2.5425362586975098
2015-10-01,2.6207680702209473
2015-10-02,2.4936416149139404
2015-10-05,2.5229785442352295
2015-10-06,2.376293420791626
2015-10-07,2.4643046855926514
2015-10-08,2.4643046855926514
2015-10-09,2.4643046855926514
2015-10-12,2.4838621616363525
2015-10-13,2.503419876098633
2015-10-14,2.5425362586975098
2015-10-15,2.5816519260406494
2015-10-16,2.4643046855926514
2015-10-19,2.4643046855926514
2015-10-20,2.4545252323150635
2015-10-21,2.4447460174560547
2015-10-22,2.4545252323150635
2015-10-23,2.4251883029937744
2015-10-26,2.591431140899658
2015-10-27,2.591431140899658
2015-10-28,2.591431140899658
2015-10-29,2.591431140899658
2015-10-30,2.571873426437378
2015-11-02,2.571873426437378
2015-11-03,2.571873426437378
2015-11-04,2.503419876098633
2015-11-05,2.503419876098633
2015-11-06,2.4447460174560547
2015-11-09,2.4447460174560547
2015-11-10,2.337177038192749
2015-11-11,2.337177038192749
2015-11-12,2.337177038192749
2015-11-13,2.2002711296081543
2015-11-16,2.2002711296081543
2015-11-17,2.151376485824585
2015-11-18,2.151376485824585
2015-11-19,2.151376485824585
2015-11-20,2.151376485824585
2015-11-23,2.2002711296081543
2015-11-24,2.2002711296081543
2015-11-25,2.2002711296081543
2015-11-27,2.190492630004883
2015-11-30,2.1318187713623047
2015-12-01,2.1318187713623047
2015-12-02,2.053586959838867
2015-12-03,2.053586959838867
2015-12-04,2.053586959838867
2015-12-07,2.122039318084717
2015-12-08,2.122039318084717
2015-12-09,2.1024818420410156
2015-12-10,2.1024818420410156
2015-12-11,2.034029245376587
2015-12-14,2.034029245376587
2015-12-15,2.034029245376587
2015-12-16,1.955796480178833
2015-12-17,1.955796480178833
2015-12-18,1.8971233367919922
2015-12-21,1.955796480178833
2015-12-22,1.955796480178833
2015-12-23,1.985133409500122
2015-12-24,1.985133409500122
2015-12-28,1.9264605045318604
2015-12-29,1.9264605045318604
2015-12-30,1.9069018363952637
2015-12-31,1.9069018363952637
2016-01-04,1.9264605045318604
2016-01-05,1.9264605045318604
2016-01-06,1.8580069541931152
2016-01-07,1.8580069541931152
2016-01-08,1.7308804988861084
2016-01-11,1.7113217115402222
2016-01-12,1.7113217115402222
2016-01-13,1.7113217115402222
2016-01-14,1.7113217115402222
2016-01-15,1.6624270677566528
2016-01-19,1.6624270677566528
2016-01-20,1.6624270677566528
2016-01-21,1.6624270677566528
2016-01-22,1.6624270677566528
2016-01-25,1.6526488065719604
2016-01-26,1.6526488065719604
2016-01-27,1.6526488065719604
2016-01-28,1.6526488065719604
2016-01-29,1.613532304763794
2016-02-01,1.5646376609802246
2016-02-02,1.5646376609802246
2016-02-03,1.5646376609802246
2016-02-04,1.7113217115402222
2016-02-05,2.0046920776367188
2016-02-08,2.4838621616363525
2016-02-09,2.4838621616363525
2016-02-10,2.5131993293762207
2016-02-11,2.6403257846832275
2016-02-12,2.6403257846832275
2016-02-16,2.9336953163146973
2016-02-17,2.884800434112549
2016-02-18,2.78701114654541
2016-02-19,2.6403257846832275
2016-02-22,2.630547523498535
2016-02-23,2.630547523498535
2016-02-24,2.6207680702209473
2016-02-25,2.6207680702209473
2016-02-26,2.56209397315979
2016-02-29,2.5425362586975098
2016-03-01,2.5425362586975098
2016-03-02,2.503419876098633
2016-03-03,2.4643046855926514
2016-03-04,2.4251883029937744
2016-03-07,2.591431140899658
2016-03-08,2.591431140899658
2016-03-09,2.591431140899658
2016-03-10,2.78701114654541
2016-03-11,2.689220428466797
2016-03-14,2.689220428466797
2016-03-15,2.689220428466797
2016-03-16,2.689220428466797
2016-03-17,2.6207680702209473
2016-03-18,2.757673978805542
2016-03-21,2.757673978805542
2016-03-22,2.757673978805542
2016-03-23,2.7381162643432617
2016-03-24,2.689220428466797
2016-03-28,2.6403257846832275
2016-03-29,2.6403257846832275
2016-03-30,2.6794421672821045
2016-03-31,2.7381162643432617
2016-04-01,2.689220428466797
2016-04-04,2.689220428466797
2016-04-05,2.689220428466797
2016-04-06,2.76745343208313
2016-04-07,2.689220428466797
2016-04-08,2.6403257846832275
2016-04-11,3.129275321960449
2016-04-12,3.129275321960449
2016-04-13,3.530214548110962
2016-04-14,3.745352029800415
2016-04-15,3.8138046264648438
2016-04-18,4.253859519958496
2016-04-19,4.299383163452148
2016-04-20,4.892401218414307
2016-04-21,4.793564796447754
2016-04-22,4.734262943267822
2016-04-25,4.497056007385254
2016-04-26,4.497056007385254
