Date,AO.L
2018-07-12,147.0
2018-07-13,150.0
2018-07-16,149.12100219726562
2018-07-17,151.0
2018-07-18,144.39999389648438
2018-07-19,144.0
2018-07-20,145.0
2018-07-23,147.1999969482422
2018-07-24,143.1999969482422
2018-07-25,144.39999389648438
2018-07-26,148.60000610351562
2018-07-27,149.1999969482422
2018-07-30,147.60000610351562
2018-07-31,142.39999389648438
2018-08-01,147.60000610351562
2018-08-02,150.60000610351562
2018-08-03,150.0
2018-08-06,144.1999969482422
2018-08-07,141.60000610351562
2018-08-08,136.0
2018-08-09,143.1999969482422
2018-08-10,134.39999389648438
2018-08-13,129.8000030517578
2018-08-14,137.0
2018-08-15,129.1999969482422
2018-08-16,131.39999389648438
2018-08-17,137.39999389648438
2018-08-20,133.8000030517578
2018-08-21,134.39999389648438
2018-08-22,141.0
2018-08-23,136.0
2018-08-24,141.8000030517578
2018-08-28,140.8000030517578
2018-08-29,139.39999389648438
2018-08-30,142.0
2018-08-31,143.1999969482422
2018-09-03,140.60000610351562
2018-09-04,142.39999389648438
2018-09-05,145.39999389648438
2018-09-06,145.8000030517578
2018-09-07,137.8000030517578
2018-09-10,135.0
2018-09-11,140.0
2018-09-12,142.0
2018-09-13,134.39999389648438
2018-09-14,136.8000030517578
2018-09-17,137.60000610351562
2018-09-18,134.39999389648438
2018-09-19,137.0
2018-09-20,144.1999969482422
2018-09-21,147.0
2018-09-24,145.0
2018-09-25,147.60000610351562
2018-09-26,144.0
2018-09-27,142.0
2018-09-28,140.0
2018-10-01,138.8000030517578
2018-10-02,140.0
2018-10-03,138.0
2018-10-04,144.0
2018-10-05,150.0
2018-10-08,149.60000610351562
2018-10-09,149.8000030517578
2018-10-10,145.0
2018-10-11,140.0
2018-10-12,146.60000610351562
2018-10-15,140.8000030517578
2018-10-16,134.0
2018-10-17,138.1999969482422
2018-10-18,139.1999969482422
2018-10-19,133.0
2018-10-22,130.0
2018-10-23,127.19999694824219
2018-10-24,135.0
2018-10-25,136.60000610351562
2018-10-26,131.0
2018-10-29,132.0
2018-10-30,130.39999389648438
2018-10-31,133.39999389648438
2018-11-01,134.8000030517578
2018-11-02,140.39999389648438
2018-11-05,136.39999389648438
2018-11-06,134.0
2018-11-07,135.0
2018-11-08,135.0
2018-11-09,119.80000305175781
2018-11-12,118.0
2018-11-13,119.19999694824219
2018-11-14,131.0
2018-11-15,124.5999984741211
2018-11-16,125.19999694824219
2018-11-19,124.19999694824219
2018-11-20,117.0
2018-11-21,130.39999389648438
2018-11-22,121.0
2018-11-23,123.0
2018-11-26,124.19999694824219
2018-11-27,129.60000610351562
2018-11-28,125.19999694824219
2018-11-29,123.0
2018-11-30,122.4000015258789
2018-12-03,125.5999984741211
2018-12-04,126.19999694824219
2018-12-05,125.19999694824219
2018-12-06,122.0
2018-12-07,124.0
2018-12-10,123.0
2018-12-11,126.0
2018-12-12,127.0
2018-12-13,125.80000305175781
2018-12-14,127.80000305175781
2018-12-17,127.0
2018-12-18,122.0
2018-12-19,125.5999984741211
2018-12-20,129.0
2018-12-21,122.80000305175781
2018-12-24,123.80000305175781
2018-12-27,128.60000610351562
2018-12-28,126.0
2018-12-31,128.39999389648438
2019-01-02,126.19999694824219
2019-01-03,130.39999389648438
2019-01-04,125.0
2019-01-07,129.0
2019-01-08,129.0
2019-01-09,128.8000030517578
2019-01-10,124.19999694824219
2019-01-11,126.4000015258789
2019-01-14,128.1999969482422
2019-01-15,129.0
2019-01-16,129.60000610351562
2019-01-17,128.60000610351562
2019-01-18,127.0
2019-01-21,127.0
2019-01-22,131.0
2019-01-23,129.1999969482422
2019-01-24,128.39999389648438
2019-01-25,127.0
2019-01-28,126.5999984741211
2019-01-29,126.80000305175781
2019-01-30,124.80000305175781
2019-01-31,119.0
2019-02-01,114.0
2019-02-04,112.0
2019-02-05,111.80000305175781
2019-02-06,112.0
2019-02-07,107.5999984741211
2019-02-08,103.0
2019-02-11,100.0
2019-02-12,101.0
2019-02-13,104.0
2019-02-14,105.19999694824219
2019-02-15,102.0
2019-02-18,103.5999984741211
2019-02-19,101.5999984741211
2019-02-20,101.5999984741211
2019-02-21,100.80000305175781
2019-02-22,104.0
2019-02-25,100.80000305175781
2019-02-26,101.4000015258789
2019-02-27,100.5999984741211
2019-02-28,100.80000305175781
2019-03-01,100.5999984741211
2019-03-04,102.5999984741211
2019-03-05,101.19999694824219
2019-03-06,100.5999984741211
2019-03-07,102.19999694824219
2019-03-08,103.4000015258789
2019-03-11,104.19999694824219
2019-03-12,101.19999694824219
2019-03-13,105.19999694824219
2019-03-14,105.0
2019-03-15,100.80000305175781
2019-03-18,102.0
2019-03-19,106.0
2019-03-20,103.80000305175781
2019-03-21,104.0
2019-03-22,103.19999694824219
2019-03-25,103.4000015258789
2019-03-26,102.4000015258789
2019-03-27,99.30000305175781
2019-03-28,99.9000015258789
2019-03-29,98.4000015258789
2019-04-01,96.0999984741211
2019-04-02,97.19999694824219
2019-04-03,97.0
2019-04-04,91.5
2019-04-05,97.5999984741211
2019-04-08,97.4000015258789
2019-04-09,98.30000305175781
2019-04-10,97.69999694824219
2019-04-11,97.19999694824219
2019-04-12,98.0999984741211
2019-04-15,96.19999694824219
2019-04-16,97.5
2019-04-17,98.30000305175781
2019-04-18,99.0
2019-04-23,101.19999694824219
2019-04-24,105.5999984741211
2019-04-25,105.4000015258789
2019-04-26,105.19999694824219
2019-04-29,104.0
2019-04-30,108.0
2019-05-01,107.4000015258789
2019-05-02,104.4000015258789
2019-05-03,102.0
2019-05-07,103.80000305175781
2019-05-08,108.0
2019-05-09,110.0
2019-05-10,110.5999984741211
2019-05-13,110.0
2019-05-14,109.80000305175781
2019-05-15,110.5999984741211
2019-05-16,109.80000305175781
2019-05-17,106.0
2019-05-20,104.0
2019-05-21,107.5999984741211
2019-05-22,108.4000015258789
2019-05-23,107.80000305175781
2019-05-24,108.80000305175781
2019-05-28,115.19999694824219
2019-05-29,113.0
2019-05-30,111.0
2019-05-31,111.4000015258789
2019-06-03,110.0
2019-06-04,100.0
2019-06-05,93.19999694824219
2019-06-06,91.0
2019-06-07,90.19999694824219
2019-06-10,87.80000305175781
2019-06-11,84.19999694824219
2019-06-12,83.0
2019-06-13,79.0
2019-06-14,79.0999984741211
2019-06-17,78.19999694824219
2019-06-18,75.5
2019-06-19,74.80000305175781
2019-06-20,75.0
2019-06-21,81.5999984741211
2019-06-24,76.0
2019-06-25,75.0
2019-06-26,75.0
2019-06-27,75.0
2019-06-28,72.80000305175781
2019-07-01,73.30000305175781
2019-07-02,71.0
2019-07-03,70.0
2019-07-04,70.9000015258789
2019-07-05,70.4000015258789
2019-07-08,69.9000015258789
2019-07-09,71.5999984741211
2019-07-10,70.80000305175781
2019-07-11,71.69999694824219
2019-07-12,71.0
2019-07-15,75.0
2019-07-16,77.69999694824219
2019-07-17,76.69999694824219
2019-07-18,76.0
2019-07-19,74.30000305175781
2019-07-22,74.0
2019-07-23,72.80000305175781
2019-07-24,74.0
2019-07-25,74.0
2019-07-26,72.5
2019-07-29,73.5
2019-07-30,74.19999694824219
2019-07-31,73.0999984741211
2019-08-01,72.5
2019-08-02,70.30000305175781
2019-08-05,71.0
2019-08-06,72.4000015258789
2019-08-07,70.4000015258789
2019-08-08,72.0
2019-08-09,70.4000015258789
2019-08-12,71.30000305175781
2019-08-13,71.0
2019-08-14,71.4000015258789
2019-08-15,70.0
2019-08-16,70.0
2019-08-19,69.4000015258789
2019-08-20,69.30000305175781
2019-08-21,67.5
2019-08-22,68.0
2019-08-23,66.0
2019-08-27,66.0
2019-08-28,69.0
2019-08-29,70.0
2019-08-30,69.5
2019-09-02,69.5
2019-09-03,69.0
2019-09-04,69.5
2019-09-05,71.0
2019-09-06,73.5999984741211
2019-09-09,73.0
2019-09-10,76.5999984741211
2019-09-11,81.69999694824219
2019-09-12,82.0
2019-09-13,80.0
2019-09-16,78.4000015258789
2019-09-17,79.30000305175781
2019-09-18,78.4000015258789
2019-09-19,77.9000015258789
2019-09-20,79.69999694824219
2019-09-23,77.69999694824219
2019-09-24,77.69999694824219
2019-09-25,73.0999984741211
2019-09-26,69.69999694824219
2019-09-27,68.5999984741211
2019-09-30,69.5
2019-10-01,69.0
2019-10-02,66.80000305175781
2019-10-03,66.0
2019-10-04,65.0
2019-10-07,66.0
2019-10-08,66.30000305175781
2019-10-09,67.0
2019-10-10,66.9000015258789
2019-10-11,65.0
2019-10-14,63.599998474121094
2019-10-15,63.5
2019-10-16,65.4000015258789
2019-10-17,65.80000305175781
2019-10-18,65.9000015258789
2019-10-21,65.19999694824219
2019-10-22,65.5
2019-10-23,65.0
2019-10-24,66.9000015258789
2019-10-25,65.9000015258789
2019-10-28,65.30000305175781
2019-10-29,64.5
2019-10-30,64.69999694824219
2019-10-31,63.0
2019-11-01,63.0
2019-11-04,63.900001525878906
2019-11-05,63.099998474121094
2019-11-06,61.5
2019-11-07,62.599998474121094
2019-11-08,61.79999923706055
2019-11-11,60.400001525878906
2019-11-12,63.29999923706055
2019-11-13,63.0
2019-11-14,60.20000076293945
2019-11-15,59.5
2019-11-18,57.099998474121094
2019-11-19,65.5999984741211
2019-11-20,82.9000015258789
2019-11-21,95.0
2019-11-22,87.0
2019-11-25,78.30000305175781
2019-11-26,81.0
