Date,CADO.BA
2015-08-24,4.917105197906494
2015-08-25,4.771534442901611
2015-08-26,4.9332804679870605
2015-08-27,5.018266201019287
2015-08-28,5.139676570892334
2015-08-31,5.099206924438477
2015-09-01,5.0587358474731445
2015-09-02,5.18014669418335
2015-09-03,5.18014669418335
2015-09-04,5.18014669418335
2015-09-07,5.220616340637207
2015-09-08,5.220616340637207
2015-09-09,5.2610859870910645
2015-09-10,5.2610859870910645
2015-09-11,5.18014669418335
2015-09-14,5.18014669418335
2015-09-15,5.18014669418335
2015-09-16,5.2610859870910645
2015-09-17,5.2610859870910645
2015-09-18,5.2610859870910645
2015-09-21,5.2610859870910645
2015-09-22,5.2610859870910645
2015-09-23,5.2610859870910645
2015-09-24,5.2610859870910645
2015-09-25,5.2610859870910645
2015-09-28,5.2610859870910645
2015-09-29,5.248935699462891
2015-09-30,5.248935699462891
2015-10-01,5.248935699462891
2015-10-02,5.265135765075684
2015-10-05,5.265135765075684
2015-10-06,5.1031317710876465
2015-10-07,5.1031317710876465
2015-10-08,5.184134006500244
2015-10-09,5.200334072113037
2015-10-13,5.508141994476318
2015-10-14,5.508141994476318
2015-10-15,5.305636882781982
2015-10-16,5.305636882781982
2015-10-19,5.224634647369385
2015-10-20,5.257035732269287
2015-10-21,5.265135765075684
2015-10-22,5.265135765075684
2015-10-23,5.248935699462891
2015-10-26,5.248935699462891
2015-10-27,5.224634647369385
2015-10-28,5.467641353607178
2015-10-29,5.427139759063721
2015-10-30,5.548642158508301
2015-11-02,5.832149505615234
2015-11-03,5.986053943634033
2015-11-04,6.075157165527344
2015-11-05,6.075157165527344
2015-11-09,5.87265157699585
2015-11-10,5.921252727508545
2015-11-11,6.196659564971924
2015-11-12,6.8851776123046875
2015-11-13,7.371190071105957
2015-11-16,7.330689430236816
2015-11-17,7.2091851234436035
2015-11-18,7.047182083129883
2015-11-19,6.966179847717285
2015-11-20,7.120083808898926
2015-11-24,7.1281843185424805
2015-11-25,7.047182083129883
2015-11-26,6.8851776123046875
2015-11-27,6.8851776123046875
2015-11-30,6.966179847717285
2015-12-01,6.966179847717285
2015-12-02,6.706973552703857
2015-12-03,6.682672500610352
2015-12-04,6.706973552703857
2015-12-09,6.8851776123046875
2015-12-10,6.8851776123046875
2015-12-11,6.9256792068481445
2015-12-14,6.682672500610352
2015-12-15,6.682672500610352
2015-12-16,6.480167388916016
2015-12-17,6.480167388916016
2015-12-18,6.480167388916016
2015-12-21,6.480167388916016
2015-12-22,6.27766227722168
2015-12-23,6.480167388916016
2015-12-28,6.480167388916016
2015-12-29,6.480167388916016
2015-12-30,6.480167388916016
2016-01-04,6.480167388916016
2016-01-05,6.480167388916016
2016-01-06,6.39916467666626
2016-01-07,6.27766227722168
2016-01-08,6.27766227722168
2016-01-11,6.27766227722168
